yourlist:M201501042EL1V9A9QJ,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
NP_003695,P78312,F193A_HUMAN,reviewed,Protein FAM193A (Protein IT14),FAM193A C4orf8 RES4-22,Homo sapiens (Human),1265
NP_064522,Q4V328,GRAP1_HUMAN,reviewed,GRIP1-associated protein 1 (GRASP-1),GRIPAP1 KIAA1167,Homo sapiens (Human),841
NP_055246,Q9ULE6,PALD_HUMAN,reviewed,Paladin,PALD1 KIAA1274 PALD,Homo sapiens (Human),856
NP_036356,Q96PY6,NEK1_HUMAN,reviewed,Serine/threonine-protein kinase Nek1 (EC 2.7.11.1) (Never in mitosis A-related kinase 1) (NimA-related protein kinase 1) (Renal carcinoma antigen NY-REN-55),NEK1 KIAA1901,Homo sapiens (Human),1258
NP_065823,A1L3A7,A1L3A7_HUMAN,unreviewed,"Nuclear fragile X mental retardation protein interacting protein 2 (Nuclear fragile X mental retardation protein interacting protein 2, isoform CRA_a) (cDNA FLJ75095, highly similar to Homo sapiens 82-kD FMRP Interacting Protein (182-FIP), mRNA)",NUFIP2 hCG_29087,Homo sapiens (Human),695
NP_065823,Q7Z417,NUFP2_HUMAN,reviewed,Nuclear fragile X mental retardation-interacting protein 2 (82 kDa FMRP-interacting protein) (82-FIP) (Cell proliferation-inducing gene 1 protein) (FMRP-interacting protein 2),NUFIP2 KIAA1321 PIG1,Homo sapiens (Human),695
NP_705931,Q9UKX7,NUP50_HUMAN,reviewed,Nuclear pore complex protein Nup50 (50 kDa nucleoporin) (Nuclear pore-associated protein 60 kDa-like) (Nucleoporin Nup50),NUP50 NPAP60L PRO1146,Homo sapiens (Human),468
NP_060531,Q5VTL8,PR38B_HUMAN,reviewed,Pre-mRNA-splicing factor 38B (Sarcoma antigen NY-SAR-27),PRPF38B,Homo sapiens (Human),546
NP_060531,Q69YH0,Q69YH0_HUMAN,unreviewed,PRPF38B protein (Putative uncharacterized protein DKFZp434O1172),DKFZp434O1172 PRPF38B,Homo sapiens (Human),93
NP_002865,P54727,RD23B_HUMAN,reviewed,UV excision repair protein RAD23 homolog B (HR23B) (hHR23B) (XP-C repair-complementing complex 58 kDa protein) (p58),RAD23B,Homo sapiens (Human),409
NP_060813,Q9BVS4,RIOK2_HUMAN,reviewed,Serine/threonine-protein kinase RIO2 (EC 2.7.11.1) (RIO kinase 2),RIOK2,Homo sapiens (Human),552
NP_037392,Q9UHR5,S30BP_HUMAN,reviewed,SAP30-binding protein (Transcriptional regulator protein HCNGP),SAP30BP HCNGP HTRG HTRP,Homo sapiens (Human),308
NP_057190,Q8WVM8,SCFD1_HUMAN,reviewed,Sec1 family domain-containing protein 1 (SLY1 homolog) (Sly1p) (Syntaxin-binding protein 1-like 2),SCFD1 C14orf163 KIAA0917 STXBP1L2 FKSG23,Homo sapiens (Human),642
NP_055205,Q7KZF4,SND1_HUMAN,reviewed,Staphylococcal nuclease domain-containing protein 1 (100 kDa coactivator) (EBNA2 coactivator p100) (Tudor domain-containing protein 11) (p100 co-activator),SND1 TDRD11,Homo sapiens (Human),910
NP_006747,P23193,TCEA1_HUMAN,reviewed,Transcription elongation factor A protein 1 (Transcription elongation factor S-II protein 1) (Transcription elongation factor TFIIS.o),TCEA1 GTF2S TFIIS,Homo sapiens (Human),301
NP_055687,O15062,ZBTB5_HUMAN,reviewed,Zinc finger and BTB domain-containing protein 5,ZBTB5 KIAA0354,Homo sapiens (Human),677
NP_055687,Q5T942,Q5T942_HUMAN,unreviewed,"Zinc finger and BTB domain containing 5 (cDNA FLJ77230, highly similar to Homo sapiens zinc finger and BTB domain containing 5 (ZBTB5), mRNA)",ZBTB5 hCG_28057,Homo sapiens (Human),677
NP_055987,Q9Y520,PRC2C_HUMAN,reviewed,Protein PRRC2C (BAT2 domain-containing protein 1) (HBV X-transactivated gene 2 protein) (HBV XAg-transactivated protein 2) (HLA-B-associated transcript 2-like 2) (Proline-rich and coiled-coil-containing protein 2C),PRRC2C BAT2D1 BAT2L2 KIAA1096 XTP2,Homo sapiens (Human),2896
NP_056123,B3KNP0,B3KNP0_HUMAN,unreviewed,"cDNA FLJ30074 fis, clone BGGI11000123, highly similar to Homo sapiens formin binding protein 4 (FNBP4), mRNA (Fragment)",,Homo sapiens (Human),928
NP_056123,Q8N3X1,FNBP4_HUMAN,reviewed,Formin-binding protein 4 (Formin-binding protein 30),FNBP4 FBP30 KIAA1014,Homo sapiens (Human),1017
NP_036396,Q9Y519,T184B_HUMAN,reviewed,Transmembrane protein 184B (Putative MAPK-activating protein FM08),TMEM184B C22orf5 PSEC0108,Homo sapiens (Human),407
NP_031385,O15234,CASC3_HUMAN,reviewed,Protein CASC3 (Cancer susceptibility candidate gene 3 protein) (Metastatic lymph node gene 51 protein) (MLN 51) (Protein barentsz) (Btz),CASC3 MLN51,Homo sapiens (Human),703
NP_006658,O00264,PGRC1_HUMAN,reviewed,Membrane-associated progesterone receptor component 1 (mPR),PGRMC1 HPR6.6 PGRMC,Homo sapiens (Human),195
NP_006658,Q6IB11,Q6IB11_HUMAN,unreviewed,"PGRMC1 protein (Progesterone receptor membrane component 1) (Progesterone receptor membrane component 1, isoform CRA_a) (cDNA, FLJ94602, Homo sapiens progesterone receptor membrane component 1 (PGRMC1),mRNA)",PGRMC1 hCG_23188,Homo sapiens (Human),195
NP_000928,P24928,RPB1_HUMAN,reviewed,DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase II subunit A) (DNA-directed RNA polymerase III largest subunit) (RNA-directed RNA polymerase II subunit RPB1) (EC 2.7.7.48),POLR2A POLR2,Homo sapiens (Human),1970
NP_001164,Q13017,RHG05_HUMAN,reviewed,Rho GTPase-activating protein 5 (Rho-type GTPase-activating protein 5) (p190-B),ARHGAP5 RHOGAP5,Homo sapiens (Human),1502
NP_055448,Q6PD62,CTR9_HUMAN,reviewed,RNA polymerase-associated protein CTR9 homolog (SH2 domain-binding protein 1),CTR9 KIAA0155 SH2BP1,Homo sapiens (Human),1173
NP_001409,P78344,IF4G2_HUMAN,reviewed,Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Death-associated protein 5) (DAP-5) (p97),EIF4G2 DAP5 OK/SW-cl.75,Homo sapiens (Human),907
NP_060959,Q9NR48,ASH1L_HUMAN,reviewed,Histone-lysine N-methyltransferase ASH1L (EC 2.1.1.43) (ASH1-like protein) (huASH1) (Absent small and homeotic disks protein 1 homolog) (Lysine N-methyltransferase 2H),ASH1L KIAA1420 KMT2H,Homo sapiens (Human),2969
NP_612435,Q86VQ1,GLCI1_HUMAN,reviewed,Glucocorticoid-induced transcript 1 protein,GLCCI1,Homo sapiens (Human),547
NP_056138,O94874,UFL1_HUMAN,reviewed,E3 UFM1-protein ligase 1 (EC 6.3.2.-) (LZAP-binding protein),UFL1 KIAA0776 NLBP,Homo sapiens (Human),794
NP_056261,Q8WYP5,ELYS_HUMAN,reviewed,Protein ELYS (Embryonic large molecule derived from yolk sac) (Protein MEL-28) (Putative AT-hook-containing transcription factor 1),AHCTF1 ELYS TMBS62 MSTP108,Homo sapiens (Human),2266
NP_037499,Q9UJX5,APC4_HUMAN,reviewed,Anaphase-promoting complex subunit 4 (APC4) (Cyclosome subunit 4),ANAPC4 APC4,Homo sapiens (Human),808
NP_663760,Q8WWM7,ATX2L_HUMAN,reviewed,Ataxin-2-like protein (Ataxin-2 domain protein) (Ataxin-2-related protein),ATXN2L A2D A2LG A2LP A2RP,Homo sapiens (Human),1075
NP_899064,Q9BUH6,CI142_HUMAN,reviewed,Uncharacterized protein C9orf142,C9orf142,Homo sapiens (Human),204
NP_065987,Q8NHQ9,DDX55_HUMAN,reviewed,ATP-dependent RNA helicase DDX55 (EC 3.6.4.13) (DEAD box protein 55),DDX55 KIAA1595,Homo sapiens (Human),600
NP_065987,Q8TEC9,Q8TEC9_HUMAN,unreviewed,"cDNA FLJ23639 fis, clone CAS11535",,Homo sapiens (Human),353
NP_003474,P52926,HMGA2_HUMAN,reviewed,High mobility group protein HMGI-C (High mobility group AT-hook protein 2),HMGA2 HMGIC,Homo sapiens (Human),109
NP_003676,Q92945,FUBP2_HUMAN,reviewed,Far upstream element-binding protein 2 (FUSE-binding protein 2) (KH type-splicing regulatory protein) (KSRP) (p75),KHSRP FUBP2,Homo sapiens (Human),711
NP_005372,B3KM80,B3KM80_HUMAN,unreviewed,"Nucleolin, isoform CRA_c (cDNA FLJ10452 fis, clone NT2RP1000966, highly similar to NUCLEOLIN)",NCL hCG_33980,Homo sapiens (Human),536
NP_005372,P19338,NUCL_HUMAN,reviewed,Nucleolin (Protein C23),NCL,Homo sapiens (Human),710
NP_065911,B3KUB5,B3KUB5_HUMAN,unreviewed,"cDNA FLJ39527 fis, clone PUAEN2003116, highly similar to Homo sapiens stromal interaction molecule 2 (STIM2), mRNA (Fragment)",,Homo sapiens (Human),826
NP_065911,Q9P246,STIM2_HUMAN,reviewed,Stromal interaction molecule 2,STIM2 KIAA1482,Homo sapiens (Human),746
NP_115548,Q9H9J4,UBP42_HUMAN,reviewed,Ubiquitin carboxyl-terminal hydrolase 42 (EC 3.4.19.12) (Deubiquitinating enzyme 42) (Ubiquitin thioesterase 42) (Ubiquitin-specific-processing protease 42),USP42,Homo sapiens (Human),1324
NP_057336,Q9NR09,BIRC6_HUMAN,reviewed,Baculoviral IAP repeat-containing protein 6 (EC 6.3.2.-) (BIR repeat-containing ubiquitin-conjugating enzyme) (BRUCE) (Ubiquitin-conjugating BIR domain enzyme apollon) (APOLLON),BIRC6 KIAA1289,Homo sapiens (Human),4857
NP_065090,Q8WW12,PCNP_HUMAN,reviewed,PEST proteolytic signal-containing nuclear protein (PCNP) (PEST-containing nuclear protein),PCNP,Homo sapiens (Human),178
NP_071936,Q9H7L9,SDS3_HUMAN,reviewed,Sin3 histone deacetylase corepressor complex component SDS3 (45 kDa Sin3-associated polypeptide) (Suppressor of defective silencing 3 protein homolog),SUDS3 SAP45 SDS3,Homo sapiens (Human),328
NP_002073,P43250,GRK6_HUMAN,reviewed,G protein-coupled receptor kinase 6 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK6),GRK6 GPRK6,Homo sapiens (Human),576
NP_003742,P55884,EIF3B_HUMAN,reviewed,Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (Prt1 homolog) (hPrt1) (eIF-3-eta) (eIF3 p110) (eIF3 p116),EIF3B EIF3S9,Homo sapiens (Human),814
NP_055751,Q9Y6X5,ENPP4_HUMAN,reviewed,Bis(5'-adenosyl)-triphosphatase ENPP4 (EC 3.6.1.29) (AP3A hydrolase) (AP3Aase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 4) (E-NPP 4) (NPP-4),ENPP4 KIAA0879 NPP4,Homo sapiens (Human),453
NP_001460,P12956,XRCC6_HUMAN,reviewed,X-ray repair cross-complementing protein 6 (EC 3.6.4.-) (EC 4.2.99.-) (5'-deoxyribose-5-phosphate lyase Ku70) (5'-dRP lyase Ku70) (70 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 1) (ATP-dependent DNA helicase II 70 kDa subunit) (CTC box-binding factor 75 kDa subunit) (CTC75) (CTCBF) (DNA repair protein XRCC6) (Lupus Ku autoantigen protein p70) (Ku70) (Thyroid-lupus autoantigen) (TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 6),XRCC6 G22P1,Homo sapiens (Human),609
"NP_116020,NP_001001520",Q7Z4V5,HDGR2_HUMAN,reviewed,Hepatoma-derived growth factor-related protein 2 (HRP-2) (Hepatoma-derived growth factor 2) (HDGF-2),HDGFRP2 HDGF2 UNQ785/PRO1604,Homo sapiens (Human),671
NP_777553,Q8IXM2,BAP18_HUMAN,reviewed,Chromatin complexes subunit BAP18 (BPTF-associated protein of 18 kDa),BAP18 C17orf49,Homo sapiens (Human),172
NP_932343,Q8N6N3,CA052_HUMAN,reviewed,UPF0690 protein C1orf52 (BCL10-associated gene protein),C1orf52 BAG GM117,Homo sapiens (Human),182
NP_006192,Q00536,CDK16_HUMAN,reviewed,Cyclin-dependent kinase 16 (EC 2.7.11.22) (Cell division protein kinase 16) (PCTAIRE-motif protein kinase 1) (Serine/threonine-protein kinase PCTAIRE-1),CDK16 PCTAIRE1 PCTK1,Homo sapiens (Human),496
NP_006192,Q9BRL4,Q9BRL4_HUMAN,unreviewed,PCTK1 protein,PCTK1,Homo sapiens (Human),448
NP_001896,P17812,PYRG1_HUMAN,reviewed,CTP synthase 1 (EC 6.3.4.2) (CTP synthetase 1) (UTP--ammonia ligase 1),CTPS1 CTPS,Homo sapiens (Human),591
NP_940890,Q6ZRV2,FA83H_HUMAN,reviewed,Protein FAM83H,FAM83H,Homo sapiens (Human),1179
NP_940890,Q71RB4,Q71RB4_HUMAN,unreviewed,PP2121,,Homo sapiens (Human),153
NP_620137,Q0JRZ9,FCHO2_HUMAN,reviewed,FCH domain only protein 2,FCHO2,Homo sapiens (Human),810
NP_006537,Q9NZI8,IF2B1_HUMAN,reviewed,Insulin-like growth factor 2 mRNA-binding protein 1 (IGF2 mRNA-binding protein 1) (IMP-1) (IMP1) (Coding region determinant-binding protein) (CRD-BP) (IGF-II mRNA-binding protein 1) (VICKZ family member 1) (Zipcode-binding protein 1) (ZBP-1),IGF2BP1 CRDBP VICKZ1 ZBP1,Homo sapiens (Human),577
NP_002347,P29966,MARCS_HUMAN,reviewed,"Myristoylated alanine-rich C-kinase substrate (MARCKS) (Protein kinase C substrate, 80 kDa protein, light chain) (80K-L protein) (PKCSL)",MARCKS MACS PRKCSL,Homo sapiens (Human),332
NP_001036004,P56270,MAZ_HUMAN,reviewed,Myc-associated zinc finger protein (MAZI) (Pur-1) (Purine-binding transcription factor) (Serum amyloid A-activating factor-1) (SAF-1) (Transcription factor Zif87) (ZF87) (Zinc finger protein 801),MAZ ZNF801,Homo sapiens (Human),477
NP_114402,Q9UGV2,NDRG3_HUMAN,reviewed,Protein NDRG3 (N-myc downstream-regulated gene 3 protein),NDRG3,Homo sapiens (Human),375
NP_055968,Q92576,PHF3_HUMAN,reviewed,PHD finger protein 3,PHF3 KIAA0244,Homo sapiens (Human),2039
NP_002958,Q15424,SAFB1_HUMAN,reviewed,Scaffold attachment factor B1 (SAF-B) (SAF-B1) (HSP27 estrogen response element-TATA box-binding protein) (HSP27 ERE-TATA-binding protein),SAFB HAP HET SAFB1,Homo sapiens (Human),915
NP_001018003,O60504,VINEX_HUMAN,reviewed,Vinexin (SH3-containing adapter molecule 1) (SCAM-1) (Sorbin and SH3 domain-containing protein 3),SORBS3 SCAM1,Homo sapiens (Human),671
NP_056982,O95365,ZBT7A_HUMAN,reviewed,Zinc finger and BTB domain-containing protein 7A (Factor binding IST protein 1) (FBI-1) (Factor that binds to inducer of short transcripts protein 1) (HIV-1 1st-binding protein 1) (Leukemia/lymphoma-related factor) (POZ and Krueppel erythroid myeloid ontogenic factor) (POK erythroid myeloid ontogenic factor) (Pokemon) (TTF-I-interacting peptide 21) (TIP21) (Zinc finger protein 857A),ZBTB7A FBI1 LRF ZBTB7 ZNF857A,Homo sapiens (Human),584
NP_056982,Q8TB76,Q8TB76_HUMAN,unreviewed,"ZBTB7A protein (Zinc finger and BTB domain containing 7A, isoform CRA_a)",ZBTB7A hCG_2004107,Homo sapiens (Human),108
NP_056464,Q8IU81,I2BP1_HUMAN,reviewed,Interferon regulatory factor 2-binding protein 1 (IRF-2-binding protein 1) (IRF-2BP1) (Probable E3 ubiquitin-protein ligase IRF2BP1) (EC 6.3.2.-),IRF2BP1,Homo sapiens (Human),584
NP_061189,A8K8X5,A8K8X5_HUMAN,unreviewed,"cDNA FLJ76447, highly similar to Homo sapiens cell division cycle associated 7-like (CDCA7L), mRNA",,Homo sapiens (Human),454
NP_061189,Q96GN5,CDA7L_HUMAN,reviewed,Cell division cycle-associated 7-like protein (Protein JPO2) (Transcription factor RAM2),CDCA7L HR1 JPO2 R1,Homo sapiens (Human),454
NP_004275,Q86WJ1,CHD1L_HUMAN,reviewed,Chromodomain-helicase-DNA-binding protein 1-like (EC 3.6.4.12) (Amplified in liver cancer protein 1),CHD1L ALC1,Homo sapiens (Human),897
NP_000917,P06401,PRGR_HUMAN,reviewed,Progesterone receptor (PR) (Nuclear receptor subfamily 3 group C member 3),PGR NR3C3,Homo sapiens (Human),933
NP_001317,Q12996,CSTF3_HUMAN,reviewed,Cleavage stimulation factor subunit 3 (CF-1 77 kDa subunit) (Cleavage stimulation factor 77 kDa subunit) (CSTF 77 kDa subunit) (CstF-77),CSTF3,Homo sapiens (Human),717
NP_003655,O00203,AP3B1_HUMAN,reviewed,AP-3 complex subunit beta-1 (Adaptor protein complex AP-3 subunit beta-1) (Adaptor-related protein complex 3 subunit beta-1) (Beta-3A-adaptin) (Clathrin assembly protein complex 3 beta-1 large chain),AP3B1 ADTB3A,Homo sapiens (Human),1094
NP_115542,Q8WXE1,ATRIP_HUMAN,reviewed,ATR-interacting protein (ATM and Rad3-related-interacting protein),ATRIP AGS1,Homo sapiens (Human),791
NP_077295,Q9BU76,MMTA2_HUMAN,reviewed,Multiple myeloma tumor-associated protein 2 (hMMTAG2),MMTAG2 C1orf35,Homo sapiens (Human),263
NP_077003,Q9H6F5,CCD86_HUMAN,reviewed,Coiled-coil domain-containing protein 86 (Cytokine-induced protein with coiled-coil domain),CCDC86 CYCLON,Homo sapiens (Human),360
NP_006026,Q86XZ8,Q86XZ8_HUMAN,unreviewed,CDC42BPB protein (Fragment),CDC42BPB,Homo sapiens (Human),492
NP_006026,Q9Y5S2,MRCKB_HUMAN,reviewed,Serine/threonine-protein kinase MRCK beta (EC 2.7.11.1) (CDC42-binding protein kinase beta) (CDC42BP-beta) (DMPK-like beta) (Myotonic dystrophy kinase-related CDC42-binding kinase beta) (MRCK beta) (Myotonic dystrophy protein kinase-like beta),CDC42BPB KIAA1124,Homo sapiens (Human),1711
NP_006378,Q8IWX8,CHERP_HUMAN,reviewed,Calcium homeostasis endoplasmic reticulum protein (ERPROT 213-21) (SR-related CTD-associated factor 6),CHERP DAN26 SCAF6,Homo sapiens (Human),916
NP_004392,O00273,DFFA_HUMAN,reviewed,DNA fragmentation factor subunit alpha (DNA fragmentation factor 45 kDa subunit) (DFF-45) (Inhibitor of CAD) (ICAD),DFFA DFF1 DFF45 H13,Homo sapiens (Human),331
NP_114414,Q9BY44,EIF2A_HUMAN,reviewed,"Eukaryotic translation initiation factor 2A (eIF-2A) (65 kDa eukaryotic translation initiation factor 2A) [Cleaved into: Eukaryotic translation initiation factor 2A, N-terminally processed]",EIF2A CDA02 MSTP004 MSTP089,Homo sapiens (Human),585
NP_689676,Q96AY2,EME1_HUMAN,reviewed,Crossover junction endonuclease EME1 (EC 3.1.22.-) (MMS4 homolog) (hMMS4),EME1 MMS4,Homo sapiens (Human),570
NP_000114,P28715,ERCC5_HUMAN,reviewed,DNA repair protein complementing XP-G cells (EC 3.1.-.-) (DNA excision repair protein ERCC-5) (Xeroderma pigmentosum group G-complementing protein),ERCC5 ERCM2 XPG XPGC,Homo sapiens (Human),1186
NP_002009,Q13045,FLII_HUMAN,reviewed,Protein flightless-1 homolog,FLII FLIL,Homo sapiens (Human),1269
NP_004884,O75367,H2AY_HUMAN,reviewed,Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (Histone H2A.y) (H2A/y) (Medulloblastoma antigen MU-MB-50.205),H2AFY MACROH2A1,Homo sapiens (Human),372
NP_112578,Q9C086,IN80B_HUMAN,reviewed,INO80 complex subunit B (High mobility group AT-hook 1-like 4) (IES2 homolog) (hIes2) (PAP-1-associated protein 1) (PAPA-1) (Zinc finger HIT domain-containing protein 4),INO80B HMGA1L4 PAPA1 ZNHIT4,Homo sapiens (Human),356
NP_055764,Q7Z7F0,K0907_HUMAN,reviewed,UPF0469 protein KIAA0907,KIAA0907 BLOM7,Homo sapiens (Human),614
NP_113676,Q969R5,LMBL2_HUMAN,reviewed,Lethal(3)malignant brain tumor-like protein 2 (H-l(3)mbt-like protein 2) (L(3)mbt-like protein 2),L3MBTL2,Homo sapiens (Human),705
NP_958815,Q9NQ29,LUC7L_HUMAN,reviewed,Putative RNA-binding protein Luc7-like 1 (Putative SR protein LUC7B1) (SR+89),LUC7L LUC7L1,Homo sapiens (Human),371
NP_004825,O95819,M4K4_HUMAN,reviewed,Mitogen-activated protein kinase kinase kinase kinase 4 (EC 2.7.11.1) (HPK/GCK-like kinase HGK) (MAPK/ERK kinase kinase kinase 4) (MEK kinase kinase 4) (MEKKK 4) (Nck-interacting kinase),MAP4K4 HGK KIAA0687 NIK,Homo sapiens (Human),1239
NP_861447,Q8N3C8,Q8N3C8_HUMAN,unreviewed,Putative uncharacterized protein DKFZp761B2210 (Fragment),DKFZp761B2210,Homo sapiens (Human),861
NP_861447,Q8NI08,NCOA7_HUMAN,reviewed,Nuclear receptor coactivator 7 (140 kDa estrogen receptor-associated protein) (Estrogen nuclear receptor coactivator 1),NCOA7 ERAP140 ESNA1 Nbla00052 Nbla10993,Homo sapiens (Human),942
NP_065952,Q9P1Y6,PHRF1_HUMAN,reviewed,PHD and RING finger domain-containing protein 1,PHRF1 KIAA1542,Homo sapiens (Human),1649
NP_006247,Q16513,PKN2_HUMAN,reviewed,Serine/threonine-protein kinase N2 (EC 2.7.11.13) (PKN gamma) (Protein kinase C-like 2) (Protein-kinase C-related kinase 2),PKN2 PRK2 PRKCL2,Homo sapiens (Human),984
NP_055915,Q7Z3K3,POGZ_HUMAN,reviewed,Pogo transposable element with ZNF domain (Suppressor of hairy wing homolog 5) (Zinc finger protein 280E) (Zinc finger protein 635),POGZ KIAA0461 SUHW5 ZNF280E ZNF635 Nbla00003,Homo sapiens (Human),1410
NP_958846,Q8NEY8,PPHLN_HUMAN,reviewed,Periphilin-1 (Gastric cancer antigen Ga50),PPHLN1 HSPC206 HSPC232,Homo sapiens (Human),458
NP_005303,Q13905,RPGF1_HUMAN,reviewed,Rap guanine nucleotide exchange factor 1 (CRK SH3-binding GNRP) (Guanine nucleotide-releasing factor 2) (Protein C3G),RAPGEF1 GRF2,Homo sapiens (Human),1077
NP_005096,Q9Y5S9,RBM8A_HUMAN,reviewed,RNA-binding protein 8A (Binder of OVCA1-1) (BOV-1) (RNA-binding motif protein 8A) (RNA-binding protein Y14) (Ribonucleoprotein RBM8A),RBM8A RBM8 HSPC114 MDS014,Homo sapiens (Human),174
NP_000993,P05388,RLA0_HUMAN,reviewed,60S acidic ribosomal protein P0 (60S ribosomal protein L10E),RPLP0,Homo sapiens (Human),317
NP_001003,P62241,RS8_HUMAN,reviewed,40S ribosomal protein S8,RPS8 OK/SW-cl.83,Homo sapiens (Human),208
NP_001003,Q5JR94,Q5JR94_HUMAN,unreviewed,40S ribosomal protein S8,RPS8 hCG_2031852,Homo sapiens (Human),208
NP_056474,O76021,RL1D1_HUMAN,reviewed,Ribosomal L1 domain-containing protein 1 (CATX-11) (Cellular senescence-inhibited gene protein) (Protein PBK1),RSL1D1 CATX11 CSIG PBK1 L12,Homo sapiens (Human),490
NP_006080,Q9UQR0,SCML2_HUMAN,reviewed,Sex comb on midleg-like protein 2,SCML2,Homo sapiens (Human),700
NP_065806,Q9NRX5,SERC1_HUMAN,reviewed,Serine incorporator 1 (Tumor differentially expressed protein 1-like) (Tumor differentially expressed protein 2),SERINC1 KIAA1253 TDE1L TDE2 UNQ396/PRO732,Homo sapiens (Human),453
NP_001640,Q13796,SHRM2_HUMAN,reviewed,Protein Shroom2 (Apical-like protein) (Protein APXL),SHROOM2 APXL,Homo sapiens (Human),1616
NP_055907,Q96Q15,SMG1_HUMAN,reviewed,Serine/threonine-protein kinase SMG1 (SMG-1) (hSMG-1) (EC 2.7.11.1) (61E3.4) (Lambda/iota protein kinase C-interacting protein) (Lambda-interacting protein),SMG1 ATX KIAA0421 LIP,Homo sapiens (Human),3661
NP_005981,O94804,STK10_HUMAN,reviewed,Serine/threonine-protein kinase 10 (EC 2.7.11.1) (Lymphocyte-oriented kinase),STK10 LOK,Homo sapiens (Human),968
NP_057085,Q9Y5J1,UTP18_HUMAN,reviewed,U3 small nucleolar RNA-associated protein 18 homolog (WD repeat-containing protein 50),UTP18 WDR50 CDABP0061 CGI-48,Homo sapiens (Human),556
NP_060941,Q8WU90,ZC3HF_HUMAN,reviewed,Zinc finger CCCH domain-containing protein 15 (DRG family-regulatory protein 1) (Likely ortholog of mouse immediate early response erythropoietin 4),ZC3H15 DFRP1 LEREPO4 HSPC303 HT010 MSTP012 PP730,Homo sapiens (Human),426
NP_055983,Q9UPT8,ZC3H4_HUMAN,reviewed,Zinc finger CCCH domain-containing protein 4,ZC3H4 C19orf7 KIAA1064,Homo sapiens (Human),1303
NP_078997,Q86UP3,ZFHX4_HUMAN,reviewed,Zinc finger homeobox protein 4 (Zinc finger homeodomain protein 4) (ZFH-4),ZFHX4,Homo sapiens (Human),3567
NP_071918,Q9H2Y7,ZN106_HUMAN,reviewed,Zinc finger protein 106 (Zfp-106) (Zinc finger protein 474),ZNF106 SH3BP3 ZFP106 ZNF474,Homo sapiens (Human),1883
NP_004517,P49736,MCM2_HUMAN,reviewed,DNA replication licensing factor MCM2 (EC 3.6.4.12) (Minichromosome maintenance protein 2 homolog) (Nuclear protein BM28),MCM2 BM28 CCNL1 CDCL1 KIAA0030,Homo sapiens (Human),904
